id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Khaloud;Rock;8412.0;-3788.0;4248.0;-3328.0;-1528.0;-1096.0;0
1;Khaloud;Rock;30160.0;-6160.0;1396.0;-3312.0;-7081.0;3276.0;104
2;Khaloud;Rock;23388.0;-7568.0;-6540.0;-3344.0;-3950.0;1076.0;207
3;Khaloud;Rock;9900.0;-5452.0;-11488.0;-3328.0;8936.0;-2463.0;311
4;Khaloud;Rock;-260.0;-2676.0;1840.0;-3312.0;15508.0;-3434.0;413
5;Khaloud;Rock;4772.0;-1564.0;15868.0;-3344.0;6175.0;-703.0;517
6;Khaloud;Rock;14540.0;-2440.0;20980.0;-3296.0;-5685.0;-1408.0;620
7;Khaloud;Rock;32767.0;-4872.0;3196.0;-3312.0;-18164.0;-1938.0;723
8;Khaloud;Rock;26928.0;-5880.0;-7092.0;-3312.0;-8663.0;-1992.0;827
9;Khaloud;Rock;15632.0;-4896.0;-15068.0;-3344.0;1160.0;-272.0;930
10;Khaloud;Rock;6456.0;-1068.0;-8260.0;-3296.0;14752.0;1903.0;1033
11;Khaloud;Rock;-2624.0;-1796.0;3732.0;-3328.0;13662.0;-338.0;1136
12;Khaloud;Rock;6304.0;980.0;19572.0;-3344.0;9365.0;894.0;1239
13;Khaloud;Rock;18172.0;-1056.0;11920.0;-3296.0;-1305.0;249.0;1343
14;Khaloud;Rock;27732.0;-4440.0;6904.0;-3344.0;-988.0;71.0;1446
15;Khaloud;Rock;16468.0;-2252.0;8016.0;-3328.0;-350.0;-1329.0;1549
