id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Khaloud;Scissor;-14484.0;-3268.0;-6488.0;-2576.0;3137.0;-503.0;0
1;Khaloud;Scissor;-14408.0;-3820.0;-6876.0;-2528.0;5503.0;-146.0;104
2;Khaloud;Scissor;-14600.0;-4332.0;-5756.0;-2560.0;6742.0;6.0;207
3;Khaloud;Scissor;-14592.0;-4624.0;-4060.0;-2544.0;6725.0;1039.0;311
4;Khaloud;Scissor;-14552.0;-5076.0;-4632.0;-2576.0;8110.0;1505.0;413
5;Khaloud;Scissor;-13532.0;-4624.0;-2448.0;-2544.0;9122.0;-948.0;516
6;Khaloud;Scissor;-14452.0;-4776.0;-188.0;-2560.0;7477.0;-17.0;620
7;Khaloud;Scissor;-14504.0;-5276.0;560.0;-2560.0;5031.0;893.0;723
8;Khaloud;Scissor;-15608.0;-4720.0;572.0;-2576.0;5013.0;657.0;827
9;Khaloud;Scissor;-14560.0;-4240.0;3616.0;-2528.0;1306.0;1215.0;929
10;Khaloud;Scissor;-14996.0;-3836.0;2520.0;-2512.0;-4719.0;1411.0;1032
11;Khaloud;Scissor;-15020.0;-3676.0;1088.0;-2576.0;-9051.0;715.0;1136
12;Khaloud;Scissor;-13660.0;-2840.0;-2456.0;-2528.0;-12537.0;1495.0;1239
13;Khaloud;Scissor;-14632.0;-3036.0;-6608.0;-2560.0;-11052.0;510.0;1343
14;Khaloud;Scissor;-15104.0;-2296.0;-3596.0;-2544.0;-9091.0;-994.0;1446
15;Khaloud;Scissor;-15344.0;-1716.0;-4260.0;-2544.0;-10321.0;-113.0;1549
16;Khaloud;Scissor;-15116.0;-596.0;-6852.0;-2544.0;-11643.0;1574.0;1652
17;Khaloud;Scissor;-15460.0;-876.0;-7776.0;-2544.0;-6397.0;731.0;1755
18;Khaloud;Scissor;-15668.0;-520.0;-6652.0;-2560.0;-4522.0;-863.0;1859
19;Khaloud;Scissor;-15368.0;-288.0;-7304.0;-2528.0;-1770.0;-41.0;1962
20;Khaloud;Scissor;-15828.0;180.0;-9144.0;-2544.0;2113.0;-837.0;2065
21;Khaloud;Scissor;-15404.0;696.0;-6804.0;-2560.0;5427.0;-263.0;2168
22;Khaloud;Scissor;-15544.0;324.0;-5676.0;-2528.0;6927.0;-1798.0;2271
23;Khaloud;Scissor;-15656.0;-376.0;-4432.0;-2560.0;8654.0;-1507.0;2375
24;Khaloud;Scissor;-14432.0;-616.0;-1860.0;-2576.0;7575.0;-2287.0;2478
25;Khaloud;Scissor;-15440.0;-820.0;-2296.0;-2560.0;6238.0;-938.0;2581
26;Khaloud;Scissor;-15652.0;-956.0;-456.0;-2560.0;4892.0;-1303.0;2684
27;Khaloud;Scissor;-16012.0;-884.0;124.0;-2528.0;2210.0;-574.0;2788
28;Khaloud;Scissor;-15968.0;-996.0;-496.0;-2512.0;-270.0;-132.0;2891
29;Khaloud;Scissor;-16196.0;-1120.0;-1760.0;-2560.0;-526.0;-559.0;2994
30;Khaloud;Scissor;-16104.0;-1032.0;-2196.0;-2528.0;-916.0;-183.0;3097
31;Khaloud;Scissor;-15760.0;-1216.0;-2124.0;-2528.0;-452.0;116.0;3200
