id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Ziad;Paper;5564.0;68.0;10052.0;-3856.0;-1307.0;-2326.0;0
1;Ziad;Paper;14064.0;352.0;8816.0;-3856.0;-1494.0;-2993.0;103
2;Ziad;Paper;13436.0;1484.0;7024.0;-3840.0;-799.0;-4703.0;206
3;Ziad;Paper;16688.0;2484.0;7736.0;-3856.0;-1377.0;-3250.0;310
4;Ziad;Paper;12932.0;2884.0;6292.0;-3888.0;-409.0;-1435.0;413
5;Ziad;Paper;15024.0;3728.0;5304.0;-3840.0;-1361.0;1263.0;515
6;Ziad;Paper;14424.0;4488.0;8856.0;-3840.0;-2114.0;1576.0;619
7;Ziad;Paper;17972.0;4276.0;7344.0;-3856.0;-956.0;84.0;722
8;Ziad;Paper;16388.0;3836.0;4500.0;-3824.0;-1512.0;409.0;825
9;Ziad;Paper;14620.0;4284.0;4740.0;-3856.0;-1113.0;202.0;928
