id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Khaloud;Rock;16340.0;-3092.0;-2380.0;-2800.0;-730.0;-20.0;0
1;Khaloud;Rock;16444.0;-3068.0;-2084.0;-2832.0;-991.0;-186.0;103
2;Khaloud;Rock;17920.0;-3148.0;-732.0;-2816.0;-2240.0;-1554.0;206
3;Khaloud;Rock;19740.0;-3220.0;-3556.0;-2816.0;-4057.0;-1077.0;309
4;Khaloud;Rock;17132.0;-3756.0;-4572.0;-2800.0;-2410.0;-834.0;412
5;Khaloud;Rock;16192.0;-4880.0;-7360.0;-2784.0;-926.0;60.0;516
6;Khaloud;Rock;14624.0;-4684.0;-6636.0;-2816.0;3008.0;-148.0;619
7;Khaloud;Rock;11724.0;-4940.0;-3872.0;-2800.0;3647.0;320.0;722
8;Khaloud;Rock;14160.0;-4900.0;-2764.0;-2816.0;3707.0;-1025.0;825
9;Khaloud;Rock;15336.0;-4680.0;-896.0;-2848.0;1642.0;-342.0;928
10;Khaloud;Rock;16268.0;-4188.0;-904.0;-2800.0;439.0;22.0;1032
11;Khaloud;Rock;16076.0;-3520.0;600.0;-2832.0;-843.0;-784.0;1135
12;Khaloud;Rock;18656.0;-2740.0;-1308.0;-2816.0;-4230.0;-366.0;1238
13;Khaloud;Rock;18900.0;-2024.0;-816.0;-2816.0;-6351.0;-1345.0;1341
14;Khaloud;Rock;20784.0;-2124.0;-5384.0;-2832.0;-6299.0;-668.0;1444
15;Khaloud;Rock;19848.0;-1984.0;-5480.0;-2816.0;-4519.0;-534.0;1548
16;Khaloud;Rock;18516.0;-2316.0;-6460.0;-2800.0;-3193.0;-994.0;1650
17;Khaloud;Rock;17772.0;-3416.0;-9012.0;-2816.0;-1704.0;-461.0;1754
18;Khaloud;Rock;14584.0;-4340.0;-7972.0;-2816.0;2257.0;427.0;1857
19;Khaloud;Rock;12500.0;-5416.0;-6728.0;-2864.0;4365.0;14.0;1960
20;Khaloud;Rock;11580.0;-6236.0;-3996.0;-2800.0;5806.0;-1120.0;2063
21;Khaloud;Rock;9876.0;-6372.0;-2592.0;-2784.0;5718.0;-1401.0;2166
22;Khaloud;Rock;12808.0;-6200.0;-640.0;-2800.0;1678.0;-44.0;2270
23;Khaloud;Rock;15008.0;-5628.0;-1936.0;-2800.0;2286.0;-51.0;2373
24;Khaloud;Rock;17000.0;-3328.0;1788.0;-2800.0;278.0;-299.0;2477
25;Khaloud;Rock;19448.0;-2168.0;4.0;-2848.0;-3946.0;16.0;2579
26;Khaloud;Rock;20020.0;-2032.0;-2576.0;-2816.0;-4748.0;-770.0;2682
27;Khaloud;Rock;18464.0;-2084.0;-4152.0;-2816.0;-3169.0;-1027.0;2786
28;Khaloud;Rock;16868.0;-1696.0;-3840.0;-2832.0;-2731.0;-789.0;2888
29;Khaloud;Rock;17660.0;-1576.0;-5156.0;-2816.0;-1743.0;-23.0;2992
30;Khaloud;Rock;17856.0;-1032.0;-3320.0;-2832.0;-1150.0;11.0;3095
