id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Ziad;Scissors;-15796.0;3608.0;-4884.0;-2624.0;1347.0;174.0;0
1;Ziad;Scissors;-14756.0;3784.0;-3408.0;-2592.0;3536.0;-263.0;103
2;Ziad;Scissors;-15648.0;3896.0;-2168.0;-2576.0;3967.0;1248.0;206
3;Ziad;Scissors;-14820.0;4020.0;-1132.0;-2624.0;3797.0;-1010.0;310
4;Ziad;Scissors;-15796.0;3464.0;-108.0;-2592.0;2324.0;-121.0;413
5;Ziad;Scissors;-15104.0;2920.0;-16.0;-2608.0;1328.0;-725.0;515
6;Ziad;Scissors;-14780.0;3176.0;956.0;-2576.0;-42.0;-325.0;619
7;Ziad;Scissors;-14088.0;3772.0;2404.0;-2592.0;-771.0;-508.0;722
8;Ziad;Scissors;-13968.0;3744.0;820.0;-2592.0;-3257.0;-1165.0;825
9;Ziad;Scissors;-13600.0;3600.0;1628.0;-2576.0;-3398.0;-1236.0;928
10;Ziad;Scissors;-14788.0;4020.0;108.0;-2560.0;-4232.0;-972.0;1031
11;Ziad;Scissors;-15804.0;5288.0;-1900.0;-2624.0;-4400.0;418.0;1135
12;Ziad;Scissors;-14312.0;5608.0;-604.0;-2576.0;-3709.0;789.0;1237
13;Ziad;Scissors;-14020.0;5336.0;-852.0;-2592.0;-2815.0;-147.0;1341
14;Ziad;Scissors;-15856.0;5844.0;-1164.0;-2576.0;-3016.0;373.0;1444
15;Ziad;Scissors;-16576.0;6060.0;-3152.0;-2576.0;-2145.0;1129.0;1547
16;Ziad;Scissors;-15948.0;6256.0;-4396.0;-2592.0;-337.0;1268.0;1650
17;Ziad;Scissors;-14632.0;6420.0;-3760.0;-2576.0;2168.0;659.0;1753
18;Ziad;Scissors;-14148.0;6112.0;-2420.0;-2576.0;2437.0;126.0;1856
19;Ziad;Scissors;-14080.0;5828.0;-408.0;-2576.0;2933.0;-914.0;1959
20;Ziad;Scissors;-14244.0;5420.0;564.0;-2592.0;2571.0;1227.0;2063
21;Ziad;Scissors;-13468.0;5664.0;-1124.0;-2592.0;1444.0;725.0;2166
22;Ziad;Scissors;-14560.0;5632.0;-324.0;-2576.0;654.0;-605.0;2268
23;Ziad;Scissors;-15648.0;5648.0;-168.0;-2544.0;534.0;-1107.0;2372
24;Ziad;Scissors;-15304.0;5576.0;-580.0;-2576.0;-467.0;-62.0;2475
25;Ziad;Scissors;-15344.0;5684.0;-1912.0;-2608.0;-1306.0;73.0;2578
26;Ziad;Scissors;-14552.0;5616.0;-2400.0;-2592.0;-1007.0;-236.0;2681
