id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Ziad;Scissors;-16864.0;3072.0;-3216.0;-2592.0;1844.0;-488.0;0
1;Ziad;Scissors;-15352.0;3216.0;-2544.0;-2592.0;3430.0;27.0;104
2;Ziad;Scissors;-15224.0;2956.0;-2824.0;-2560.0;2994.0;328.0;207
3;Ziad;Scissors;-14920.0;3296.0;-2876.0;-2592.0;2981.0;-806.0;311
4;Ziad;Scissors;-15028.0;2688.0;-2516.0;-2576.0;2913.0;-683.0;413
5;Ziad;Scissors;-15436.0;2312.0;1688.0;-2608.0;1507.0;-159.0;517
6;Ziad;Scissors;-15092.0;3088.0;1380.0;-2608.0;307.0;-1253.0;620
7;Ziad;Scissors;-13044.0;3100.0;2124.0;-2592.0;-2509.0;-1305.0;722
8;Ziad;Scissors;-12748.0;2916.0;360.0;-2592.0;-3774.0;-1651.0;826
9;Ziad;Scissors;-15056.0;3852.0;-2780.0;-2592.0;-4671.0;-1239.0;929
10;Ziad;Scissors;-16724.0;4672.0;-1464.0;-2592.0;-3974.0;41.0;1033
11;Ziad;Scissors;-16596.0;4820.0;-1880.0;-2592.0;-3427.0;860.0;1135
12;Ziad;Scissors;-14492.0;4576.0;100.0;-2608.0;-2360.0;600.0;1238
13;Ziad;Scissors;-14924.0;4884.0;-1776.0;-2608.0;-2816.0;294.0;1342
14;Ziad;Scissors;-15920.0;4884.0;-2432.0;-2576.0;-2753.0;164.0;1444
15;Ziad;Scissors;-16240.0;5184.0;-4488.0;-2592.0;-1753.0;747.0;1548
16;Ziad;Scissors;-15096.0;5556.0;-5512.0;-2592.0;760.0;411.0;1651
17;Ziad;Scissors;-14364.0;5392.0;-3048.0;-2608.0;2823.0;269.0;1754
18;Ziad;Scissors;-14080.0;5168.0;-1784.0;-2608.0;3400.0;516.0;1857
19;Ziad;Scissors;-15616.0;5492.0;-860.0;-2576.0;2966.0;913.0;1960
20;Ziad;Scissors;-14424.0;5044.0;-980.0;-2560.0;1778.0;1137.0;2064
21;Ziad;Scissors;-14284.0;4816.0;-1584.0;-2560.0;648.0;627.0;2166
22;Ziad;Scissors;-14636.0;4860.0;-1720.0;-2592.0;738.0;369.0;2270
23;Ziad;Scissors;-15100.0;5108.0;-2440.0;-2592.0;-81.0;-108.0;2373
24;Ziad;Scissors;-15648.0;4928.0;-1580.0;-2592.0;-938.0;-348.0;2475
25;Ziad;Scissors;-14780.0;4760.0;-2624.0;-2576.0;-1372.0;104.0;2579
