id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Khaloud;Tornado;-9128.0;-5708.0;-6076.0;-3136.0;-3985.0;-936.0;0
1;Khaloud;Tornado;-22580.0;-10540.0;-10364.0;-3136.0;-2413.0;-982.0;104
2;Khaloud;Tornado;-19168.0;-7404.0;-4112.0;-3152.0;493.0;373.0;207
3;Khaloud;Tornado;-2812.0;-1788.0;1408.0;-3120.0;-11452.0;-5321.0;310
4;Khaloud;Tornado;8040.0;-4296.0;-15244.0;-3120.0;-9115.0;-2126.0;413
5;Khaloud;Tornado;-13536.0;-7584.0;-23344.0;-3152.0;1045.0;3475.0;516
6;Khaloud;Tornado;-32768.0;-9140.0;-12048.0;-3136.0;11044.0;1995.0;620
7;Khaloud;Tornado;-22424.0;-4216.0;280.0;-3136.0;6961.0;-1125.0;723
8;Khaloud;Tornado;-6036.0;-688.0;6248.0;-3136.0;-5824.0;-6657.0;827
9;Khaloud;Tornado;6092.0;-1860.0;-5312.0;-3104.0;-14247.0;-4160.0;930
10;Khaloud;Tornado;432.0;-5980.0;-19316.0;-3072.0;-7987.0;5892.0;1033
11;Khaloud;Tornado;-26312.0;-8740.0;-16716.0;-3120.0;43.0;8054.0;1136
