id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Ziad;Rock;-18852.0;-856.0;-9256.0;-3664.0;14130.0;12158.0;0
1;Ziad;Rock;-5484.0;-2680.0;-88.0;-3664.0;-814.0;-1159.0;103
2;Ziad;Rock;4180.0;-2972.0;-11500.0;-3664.0;-8084.0;-5178.0;207
3;Ziad;Rock;4404.0;-1820.0;-14240.0;-3696.0;-11830.0;-10249.0;310
4;Ziad;Rock;-284.0;3760.0;-21156.0;-3648.0;-17059.0;-16458.0;413
5;Ziad;Rock;-2452.0;5704.0;-21496.0;-3664.0;-5416.0;-12752.0;516
6;Ziad;Rock;-13444.0;5580.0;-20448.0;-3712.0;7555.0;-1834.0;619
7;Ziad;Rock;-14296.0;3812.0;-20976.0;-3664.0;10603.0;256.0;723
8;Ziad;Rock;-17516.0;3028.0;-16452.0;-3664.0;18818.0;8155.0;826
9;Ziad;Rock;-17272.0;88.0;-6300.0;-3648.0;17768.0;7304.0;929
10;Ziad;Rock;-10960.0;-1360.0;-5228.0;-3664.0;8320.0;-1176.0;1032
11;Ziad;Rock;4760.0;-2776.0;-8492.0;-3712.0;-5408.0;-6869.0;1135
12;Ziad;Rock;6320.0;-1536.0;-17928.0;-3664.0;-16908.0;-14467.0;1239
13;Ziad;Rock;2292.0;1496.0;-28268.0;-3680.0;-13642.0;-12895.0;1342
14;Ziad;Rock;-8836.0;1344.0;-26300.0;-3664.0;-3118.0;-5140.0;1445
15;Ziad;Rock;-11984.0;692.0;-21216.0;-3664.0;3880.0;491.0;1548
16;Ziad;Rock;-12460.0;-1188.0;-15944.0;-3648.0;5921.0;4977.0;1652
17;Ziad;Rock;-9420.0;-1332.0;-12900.0;-3680.0;4014.0;4713.0;1755
18;Ziad;Rock;-4948.0;-1468.0;-12376.0;-3632.0;-1388.0;316.0;1858
19;Ziad;Rock;-6688.0;-1420.0;-16424.0;-3696.0;-1906.0;-887.0;1961
