id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Khaloud;Scissors;14140.0;-8404.0;5524.0;-3344.0;915.0;526.0;0
1;Khaloud;Scissors;10508.0;-4540.0;17884.0;-3344.0;-10060.0;1342.0;103
2;Khaloud;Scissors;16196.0;-8964.0;-6908.0;-3312.0;-16344.0;913.0;206
3;Khaloud;Scissors;13208.0;-9200.0;-7136.0;-3328.0;-2216.0;3287.0;310
4;Khaloud;Scissors;1492.0;-5112.0;16440.0;-3312.0;-13657.0;3689.0;413
5;Khaloud;Scissors;15948.0;-7232.0;-3800.0;-3344.0;-16011.0;3161.0;516
6;Khaloud;Scissors;18340.0;-7712.0;-17676.0;-3296.0;-10755.0;530.0;619
7;Khaloud;Scissors;16588.0;-5984.0;-18400.0;-3344.0;7227.0;101.0;722
8;Khaloud;Scissors;17660.0;-2924.0;-7168.0;-3328.0;15479.0;-7320.0;826
9;Khaloud;Scissors;20768.0;-2260.0;-4816.0;-3328.0;21247.0;-7299.0;929
10;Khaloud;Scissors;11896.0;-108.0;21984.0;-3312.0;15784.0;-753.0;1033
11;Khaloud;Scissors;18528.0;-880.0;18524.0;-3328.0;-7283.0;-8.0;1135
12;Khaloud;Scissors;16484.0;964.0;7892.0;-3312.0;-16191.0;1193.0;1238
13;Khaloud;Scissors;18892.0;3396.0;-2360.0;-3312.0;-25580.0;237.0;1342
14;Khaloud;Scissors;18672.0;-2440.0;-24760.0;-3328.0;-14587.0;-2535.0;1445
15;Khaloud;Scissors;18232.0;-2660.0;-9752.0;-3312.0;1068.0;416.0;1548
16;Khaloud;Scissors;15916.0;-3084.0;-464.0;-3296.0;2553.0;3953.0;1651
