id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Khaloud;Avada Kedavra;-6364.0;-12144.0;-10612.0;-3088.0;-1102.0;-507.0;0
1;Khaloud;Avada Kedavra;-5940.0;-12712.0;-10404.0;-3072.0;-1855.0;-961.0;103
2;Khaloud;Avada Kedavra;3608.0;-11112.0;-15492.0;-3072.0;-528.0;3789.0;207
3;Khaloud;Avada Kedavra;-6912.0;-5908.0;-23948.0;-3104.0;6697.0;6624.0;310
4;Khaloud;Avada Kedavra;-4256.0;-2956.0;-9908.0;-3072.0;18376.0;1933.0;413
5;Khaloud;Avada Kedavra;-16180.0;-5832.0;4664.0;-3104.0;10024.0;1373.0;517
6;Khaloud;Avada Kedavra;-21600.0;-6788.0;3036.0;-3088.0;-3509.0;1949.0;620
7;Khaloud;Avada Kedavra;-18828.0;-4400.0;4008.0;-3088.0;-8898.0;-996.0;723
8;Khaloud;Avada Kedavra;-16264.0;-3632.0;-7924.0;-3088.0;-17705.0;-1279.0;826
9;Khaloud;Avada Kedavra;-11032.0;-4200.0;-17432.0;-3088.0;-13970.0;-5407.0;929
10;Khaloud;Avada Kedavra;-6172.0;-5332.0;-20640.0;-3104.0;-5298.0;-2946.0;1033
11;Khaloud;Avada Kedavra;-6964.0;-3900.0;-20476.0;-3088.0;5046.0;1584.0;1136
12;Khaloud;Avada Kedavra;-15072.0;-940.0;-15388.0;-3056.0;17394.0;1110.0;1240
13;Khaloud;Avada Kedavra;-20200.0;-3372.0;5164.0;-3104.0;9989.0;-744.0;1343
14;Khaloud;Avada Kedavra;-13048.0;-4452.0;-4000.0;-3072.0;496.0;2828.0;1447
15;Khaloud;Avada Kedavra;-15476.0;-4112.0;-7488.0;-3104.0;-1461.0;-382.0;1549
