id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Khaloud;Rock;15716.0;304.0;1952.0;-3072.0;-587.0;-444.0;0
1;Khaloud;Rock;14864.0;604.0;3244.0;-3072.0;-1985.0;-759.0;103
2;Khaloud;Rock;17416.0;984.0;3348.0;-3072.0;-3924.0;514.0;207
3;Khaloud;Rock;19824.0;832.0;648.0;-3040.0;-4642.0;73.0;310
4;Khaloud;Rock;18356.0;536.0;-696.0;-3008.0;-2297.0;490.0;413
5;Khaloud;Rock;16672.0;-164.0;-2120.0;-3040.0;-172.0;802.0;516
6;Khaloud;Rock;16404.0;-176.0;-1520.0;-3024.0;2702.0;-279.0;619
7;Khaloud;Rock;14372.0;220.0;1280.0;-3056.0;4139.0;-460.0;723
8;Khaloud;Rock;14916.0;296.0;4096.0;-3024.0;2378.0;-1634.0;826
9;Khaloud;Rock;14640.0;296.0;4216.0;-3056.0;-104.0;-1599.0;929
10;Khaloud;Rock;15688.0;416.0;3016.0;-3072.0;-3386.0;-753.0;1032
11;Khaloud;Rock;19216.0;980.0;2604.0;-3040.0;-5272.0;-1293.0;1135
12;Khaloud;Rock;21124.0;1512.0;1032.0;-3008.0;-6254.0;327.0;1239
13;Khaloud;Rock;19596.0;1488.0;-740.0;-3040.0;-4405.0;534.0;1342
14;Khaloud;Rock;19660.0;380.0;-2936.0;-3040.0;-2797.0;1018.0;1445
15;Khaloud;Rock;16724.0;-464.0;-2008.0;-3040.0;989.0;270.0;1548
16;Khaloud;Rock;14224.0;-1644.0;-1540.0;-3008.0;3018.0;-299.0;1651
17;Khaloud;Rock;13152.0;-1936.0;-1144.0;-3040.0;5315.0;-1145.0;1755
18;Khaloud;Rock;12648.0;-1984.0;1632.0;-3040.0;5144.0;-1999.0;1858
19;Khaloud;Rock;14812.0;-1564.0;1860.0;-3040.0;3094.0;-1223.0;1962
20;Khaloud;Rock;15500.0;-496.0;5032.0;-3008.0;515.0;-1214.0;2064
21;Khaloud;Rock;16156.0;332.0;3328.0;-3040.0;-3396.0;-201.0;2168
22;Khaloud;Rock;17616.0;1024.0;1008.0;-3024.0;-2752.0;417.0;2271
23;Khaloud;Rock;17724.0;1684.0;-344.0;-3040.0;-2603.0;-520.0;2374
24;Khaloud;Rock;18708.0;2600.0;556.0;-3056.0;-1914.0;-422.0;2478
25;Khaloud;Rock;17660.0;2928.0;1112.0;-3040.0;-1629.0;-616.0;2580
26;Khaloud;Rock;18060.0;2444.0;624.0;-3040.0;-2725.0;-593.0;2684
27;Khaloud;Rock;18660.0;2648.0;4.0;-3040.0;-902.0;-53.0;2787
