id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Ziad;Rock;-15452.0;-2064.0;-3008.0;-2192.0;-898.0;-261.0;0
1;Ziad;Rock;-15252.0;-2024.0;-3220.0;-2192.0;-842.0;-184.0;104
2;Ziad;Rock;-15308.0;-2088.0;-3208.0;-2240.0;-121.0;210.0;207
3;Ziad;Rock;-15332.0;-1888.0;-4964.0;-2224.0;101.0;84.0;309
4;Ziad;Rock;-16488.0;-2184.0;-4696.0;-2240.0;2056.0;1207.0;413
5;Ziad;Rock;-18804.0;-2064.0;-228.0;-2240.0;1519.0;-790.0;516
6;Ziad;Rock;-15672.0;-2416.0;132.0;-2192.0;-1048.0;-1148.0;620
7;Ziad;Rock;-13168.0;-2332.0;-848.0;-2208.0;-3345.0;-2452.0;722
8;Ziad;Rock;-13812.0;-2476.0;-1800.0;-2208.0;-3421.0;-353.0;825
9;Ziad;Rock;-14184.0;-2536.0;-2940.0;-2192.0;-3770.0;227.0;929
10;Ziad;Rock;-14076.0;-1940.0;-4284.0;-2192.0;-2476.0;-794.0;1032
11;Ziad;Rock;-14948.0;-1336.0;-3488.0;-2192.0;-124.0;348.0;1135
12;Ziad;Rock;-16280.0;-2028.0;-6208.0;-2208.0;1052.0;-1157.0;1238
13;Ziad;Rock;-19760.0;-952.0;-3436.0;-2176.0;4710.0;-441.0;1342
14;Ziad;Rock;-18192.0;-1124.0;-100.0;-2192.0;4372.0;-962.0;1444
15;Ziad;Rock;-18824.0;-1536.0;936.0;-2192.0;1787.0;-1858.0;1547
16;Ziad;Rock;-16416.0;-1632.0;3732.0;-2192.0;-2522.0;-1881.0;1651
17;Ziad;Rock;-13492.0;-1852.0;1780.0;-2208.0;-5461.0;-1937.0;1754
18;Ziad;Rock;-11848.0;-2684.0;-1040.0;-2208.0;-6459.0;-1585.0;1857
19;Ziad;Rock;-11192.0;-3172.0;-2276.0;-2208.0;-5466.0;1118.0;1960
20;Ziad;Rock;-12980.0;-3020.0;-5296.0;-2208.0;-3098.0;-636.0;2063
21;Ziad;Rock;-15404.0;-2724.0;-1656.0;-2192.0;-400.0;40.0;2167
22;Ziad;Rock;-15776.0;-1836.0;-1984.0;-2208.0;-407.0;-394.0;2269
23;Ziad;Rock;-16528.0;-960.0;-1920.0;-2176.0;1055.0;16.0;2373
24;Ziad;Rock;-17460.0;-656.0;-572.0;-2224.0;805.0;768.0;2476
25;Ziad;Rock;-15800.0;-148.0;44.0;-2192.0;-79.0;-25.0;2579
26;Ziad;Rock;-17268.0;56.0;-252.0;-2208.0;-1067.0;895.0;2682
27;Ziad;Rock;-17716.0;524.0;-1964.0;-2192.0;-987.0;643.0;2785
28;Ziad;Rock;-15836.0;860.0;-1536.0;-2208.0;-898.0;-149.0;2888
29;Ziad;Rock;-15008.0;904.0;-896.0;-2208.0;-860.0;235.0;2991
30;Ziad;Rock;-15320.0;872.0;-964.0;-2192.0;-932.0;426.0;3095
