id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Khaloud;Paper;15920.0;-3248.0;2872.0;-3040.0;-827.0;-24.0;0
1;Khaloud;Paper;15712.0;-3196.0;3100.0;-3056.0;-1053.0;481.0;103
2;Khaloud;Paper;14804.0;-3360.0;1992.0;-3056.0;-1416.0;248.0;206
3;Khaloud;Paper;14676.0;-2988.0;3112.0;-3024.0;-1531.0;477.0;309
4;Khaloud;Paper;15080.0;-2024.0;3204.0;-3024.0;-1468.0;430.0;413
5;Khaloud;Paper;16584.0;-1928.0;2596.0;-3024.0;-3034.0;-46.0;515
6;Khaloud;Paper;16008.0;-1480.0;2616.0;-3024.0;-2875.0;63.0;619
7;Khaloud;Paper;16432.0;-1504.0;3088.0;-3056.0;-3182.0;-203.0;722
8;Khaloud;Paper;16476.0;-808.0;2560.0;-3056.0;-3983.0;-387.0;826
9;Khaloud;Paper;15576.0;-1020.0;2648.0;-3056.0;-3321.0;-671.0;928
10;Khaloud;Paper;16668.0;-492.0;3256.0;-3024.0;-3767.0;746.0;1031
11;Khaloud;Paper;16984.0;0.0;2756.0;-3056.0;-3168.0;129.0;1135
12;Khaloud;Paper;16664.0;144.0;3456.0;-3040.0;-3307.0;-206.0;1238
13;Khaloud;Paper;16672.0;512.0;2992.0;-3008.0;-3896.0;-197.0;1341
14;Khaloud;Paper;16960.0;660.0;2012.0;-3040.0;-4558.0;-2814.0;1444
15;Khaloud;Paper;16928.0;1024.0;684.0;-3072.0;-2608.0;-917.0;1547
16;Khaloud;Paper;17048.0;1320.0;1400.0;-3056.0;-2749.0;723.0;1651
17;Khaloud;Paper;18632.0;1404.0;188.0;-2992.0;-1509.0;619.0;1753
18;Khaloud;Paper;17184.0;1832.0;2360.0;-3040.0;-480.0;105.0;1857
