id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Khaloud;Paper;16536.0;-3648.0;-1224.0;-2912.0;-1827.0;307.0;0
1;Khaloud;Paper;16268.0;-3808.0;-1084.0;-2880.0;-3142.0;1011.0;103
2;Khaloud;Paper;15696.0;-3292.0;200.0;-2912.0;-3834.0;217.0;207
3;Khaloud;Paper;17192.0;-2720.0;-1452.0;-2880.0;-5901.0;-333.0;309
4;Khaloud;Paper;16236.0;-2340.0;-1364.0;-2928.0;-5885.0;330.0;412
5;Khaloud;Paper;15300.0;-2016.0;-1820.0;-2928.0;-6618.0;843.0;516
6;Khaloud;Paper;16100.0;-880.0;-2580.0;-2896.0;-7188.0;-42.0;619
7;Khaloud;Paper;17100.0;4.0;-3776.0;-2896.0;-6553.0;-713.0;722
8;Khaloud;Paper;17868.0;1144.0;-4188.0;-2896.0;-5790.0;-1247.0;825
9;Khaloud;Paper;17520.0;1804.0;-4872.0;-2896.0;-5316.0;-1756.0;929
10;Khaloud;Paper;16992.0;2112.0;-4592.0;-2896.0;-3908.0;-1860.0;1032
11;Khaloud;Paper;17704.0;2564.0;-4972.0;-2880.0;-3405.0;-1385.0;1134
12;Khaloud;Paper;17392.0;2628.0;-5980.0;-2912.0;-2602.0;-821.0;1238
13;Khaloud;Paper;17236.0;2844.0;-5132.0;-2896.0;-1447.0;-405.0;1341
