id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Khaloud;Scissors;17380.0;-3784.0;-1088.0;-2768.0;-861.0;-85.0;0
1;Khaloud;Scissors;17012.0;-3708.0;-1264.0;-2784.0;-677.0;-73.0;104
2;Khaloud;Scissors;16460.0;-3668.0;-732.0;-2736.0;-679.0;-81.0;207
3;Khaloud;Scissors;16244.0;-3728.0;184.0;-2768.0;-1277.0;78.0;311
4;Khaloud;Scissors;16776.0;-3396.0;792.0;-2784.0;-3077.0;4.0;414
5;Khaloud;Scissors;16648.0;-3560.0;232.0;-2752.0;-3984.0;304.0;516
6;Khaloud;Scissors;16272.0;-3512.0;-288.0;-2768.0;-4299.0;328.0;620
7;Khaloud;Scissors;16304.0;-3624.0;-1204.0;-2784.0;-4543.0;-69.0;723
8;Khaloud;Scissors;16192.0;-3640.0;-1576.0;-2752.0;-5199.0;-720.0;827
9;Khaloud;Scissors;16108.0;-3768.0;-2224.0;-2736.0;-5445.0;-1123.0;929
10;Khaloud;Scissors;17368.0;-3832.0;-3844.0;-2768.0;-4634.0;446.0;1033
11;Khaloud;Scissors;17532.0;-3496.0;-3832.0;-2752.0;-2843.0;225.0;1136
12;Khaloud;Scissors;17032.0;-3568.0;-4136.0;-2752.0;-1235.0;-12.0;1239
13;Khaloud;Scissors;16140.0;-3576.0;-2396.0;-2768.0;-296.0;230.0;1343
14;Khaloud;Scissors;16392.0;-3356.0;-2464.0;-2752.0;-813.0;43.0;1446
15;Khaloud;Scissors;15872.0;-3284.0;-3588.0;-2768.0;-751.0;291.0;1549
16;Khaloud;Scissors;15696.0;-3148.0;-4416.0;-2752.0;1241.0;-695.0;1652
17;Khaloud;Scissors;14372.0;-2840.0;-4960.0;-2752.0;2110.0;284.0;1755
18;Khaloud;Scissors;15960.0;-1608.0;-3756.0;-2752.0;3664.0;-820.0;1859
19;Khaloud;Scissors;16836.0;-760.0;-2588.0;-2752.0;4088.0;-770.0;1962
20;Khaloud;Scissors;18876.0;808.0;-2464.0;-2800.0;4780.0;127.0;2065
21;Khaloud;Scissors;18740.0;1380.0;-948.0;-2784.0;4533.0;-569.0;2168
22;Khaloud;Scissors;17476.0;1204.0;-124.0;-2768.0;1528.0;-620.0;2272
23;Khaloud;Scissors;18776.0;1256.0;-500.0;-2752.0;89.0;-344.0;2375
24;Khaloud;Scissors;17516.0;992.0;-1840.0;-2768.0;-1003.0;143.0;2478
25;Khaloud;Scissors;16648.0;820.0;-984.0;-2784.0;-1833.0;-341.0;2581
26;Khaloud;Scissors;16796.0;776.0;-72.0;-2768.0;-4541.0;352.0;2684
27;Khaloud;Scissors;18088.0;1060.0;236.0;-2784.0;-5056.0;271.0;2788
28;Khaloud;Scissors;16588.0;900.0;-1312.0;-2768.0;-6921.0;698.0;2891
29;Khaloud;Scissors;17228.0;252.0;-4208.0;-2784.0;-7272.0;1964.0;2993
30;Khaloud;Scissors;16940.0;-224.0;-5336.0;-2752.0;-3259.0;-189.0;3097
31;Khaloud;Scissors;15968.0;-24.0;-4676.0;-2768.0;-2683.0;-38.0;3200
32;Khaloud;Scissors;17036.0;-212.0;-4052.0;-2752.0;-1001.0;-882.0;3304
33;Khaloud;Scissors;17212.0;60.0;-2160.0;-2752.0;-661.0;-168.0;3407
