id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Khaloud;Paper;15524.0;-220.0;796.0;-3056.0;-1757.0;-249.0;0
1;Khaloud;Paper;15284.0;-280.0;-104.0;-3024.0;-2494.0;348.0;102
2;Khaloud;Paper;16544.0;680.0;1132.0;-3040.0;-2408.0;-166.0;206
3;Khaloud;Paper;16132.0;500.0;-200.0;-3056.0;-2149.0;-1310.0;309
4;Khaloud;Paper;17268.0;912.0;376.0;-3024.0;-3496.0;-395.0;413
5;Khaloud;Paper;17384.0;1636.0;-296.0;-3008.0;-3321.0;-1464.0;515
6;Khaloud;Paper;16788.0;2428.0;196.0;-3040.0;-3962.0;-603.0;619
7;Khaloud;Paper;17076.0;2028.0;-1500.0;-3056.0;-5149.0;-855.0;722
8;Khaloud;Paper;17496.0;3416.0;-972.0;-3056.0;-2901.0;735.0;825
9;Khaloud;Paper;16304.0;4272.0;884.0;-3040.0;-1964.0;1255.0;928
10;Khaloud;Paper;15672.0;4256.0;1204.0;-3008.0;-3254.0;930.0;1031
11;Khaloud;Paper;16972.0;4736.0;888.0;-3024.0;-2507.0;2360.0;1135
12;Khaloud;Paper;17812.0;5240.0;864.0;-3072.0;-1763.0;-233.0;1238
13;Khaloud;Paper;17200.0;5140.0;1388.0;-3040.0;-1541.0;240.0;1341
14;Khaloud;Paper;17204.0;5228.0;1284.0;-3056.0;-1093.0;-575.0;1444
