id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Ziad;Paper;-10564.0;1100.0;-12276.0;-2432.0;-1982.0;288.0;0
1;Ziad;Paper;-15992.0;2180.0;-13272.0;-2432.0;-1780.0;-1390.0;103
2;Ziad;Paper;-13624.0;2428.0;-10676.0;-2416.0;-1427.0;-1065.0;206
3;Ziad;Paper;-11384.0;2616.0;-11252.0;-2400.0;-766.0;-1990.0;309
4;Ziad;Paper;-12796.0;3072.0;-11632.0;-2384.0;514.0;-1964.0;413
5;Ziad;Paper;-11988.0;3200.0;-10480.0;-2416.0;383.0;-2638.0;516
6;Ziad;Paper;-13592.0;3584.0;-10532.0;-2400.0;-176.0;-2336.0;620
7;Ziad;Paper;-14192.0;3908.0;-9700.0;-2400.0;-286.0;-907.0;722
8;Ziad;Paper;-13472.0;4088.0;-10008.0;-2416.0;-1272.0;608.0;825
9;Ziad;Paper;-13256.0;3768.0;-9832.0;-2416.0;-455.0;-186.0;929
10;Ziad;Paper;-12984.0;3780.0;-10012.0;-2432.0;-654.0;289.0;1032
11;Ziad;Paper;-12856.0;4008.0;-10156.0;-2416.0;-789.0;-66.0;1136
