id;wizardName;spellName;accX;accY;accZ;gyroX;gyroY;gyroZ;time
0;Khaloud;Slash;3404.0;-12580.0;-9980.0;-3072.0;-4447.0;-2888.0;0
1;Khaloud;Slash;6192.0;-12904.0;-10048.0;-3056.0;-4170.0;-3611.0;102
2;Khaloud;Slash;4844.0;-12672.0;-10452.0;-3040.0;-2157.0;-3988.0;206
3;Khaloud;Slash;11740.0;-9808.0;-13804.0;-3088.0;-1084.0;-8739.0;309
4;Khaloud;Slash;6088.0;-3984.0;-12604.0;-3040.0;2914.0;3523.0;412
5;Khaloud;Slash;-11672.0;-3188.0;-20904.0;-3040.0;4883.0;4988.0;516
6;Khaloud;Slash;-16684.0;-5764.0;-8316.0;-3056.0;8870.0;5170.0;619
